query_id,product_id,oof_pred
0,103052445,-5.42148211026116
0,103044513,-1.4262196450264497
0,103035030,-0.4320268734142765
0,103036197,-5.085060291057722
0,103055323,-1.067716340239264
0,103065111,-4.305835128508681
0,103051786,-6.013654951708912
0,103025469,-6.053654867404404
0,103066596,-1.7688573732744006
0,103010665,-2.39610320260364
0,103010210,-2.8740221457720696
0,103015105,-4.435852918481136
0,103043601,-4.883768711882386
0,103006984,-4.224780350927396
0,103053460,-0.4824958428242788
0,103066188,-4.371622508831282
0,103009820,-4.524370250757514
0,103044507,-1.2379102518642189
0,103044548,-3.175690412743824
0,103042000,-1.411915925134719
0,103061682,-3.084705864264677
0,103060075,-4.519182177735747
0,103032634,-1.4242003607508649
0,103054243,-4.381257648377135
0,103005282,-5.390563827932807
0,103012474,-1.7733967124638166
0,103038604,-3.266072529052162
0,103059110,-2.3862021613833515
0,103021283,-3.0257308873466013
0,103054439,-1.679860058536458
1,103029531,-3.8187664863506385
1,103026926,-3.285620324000624
1,103047501,-1.3595336941471665
1,103031606,-3.029508186031097
1,103007658,-4.74235362138398
1,103042418,-3.5619441501825175
1,103037741,-2.3069665338879632
1,103040741,-2.77078571066523
1,103064594,-3.9451257986623465
1,103051976,-4.317529593417089
1,103066861,-2.397441831400526
1,103056827,-2.89367314100505
1,103000844,-2.616885573315855
1,103050393,-3.634220833641408
1,103058164,-3.045100485872576
1,103050362,-2.078296368236404
1,103033239,-2.0504149831533813
1,103018025,-2.966352413185333
1,103031741,-0.00775346928902132
1,103039428,-1.2916403754947232
1,103058159,-4.907597879398125
1,103040107,0.009634364929432555
1,103028793,-2.823132855983683
1,103066257,-3.122236729180238
1,103041536,-0.955167298179122
1,103062818,-2.8934337237029983
1,103010853,-4.455295467120839
1,103049604,-2.2076861645672463
1,103018092,-3.2164840419366847
1,103060877,-3.1122903704948106
2,103021228,-2.7875162450011466
2,103018864,-3.8543334180490123
2,103001808,-3.720046924427973
2,103007012,-2.8432662893535343
2,103003414,-3.157302547982041
2,103040094,-4.129121211215117
2,103061672,-2.376099463689789
2,103047941,-2.7033796312603977
2,103045222,-1.9762273977129756
2,103051809,-2.8690391054878885
2,103023528,-4.130291600729252
2,103047382,-2.6461933344686486
2,103001026,-3.49466477414949
2,103053773,-1.5746707277776646
2,103019137,-2.831161323093869
2,103041143,-3.630908561387086
2,103007976,-3.6999210231584683
2,103040564,-2.0712546623798946
2,103016198,-3.7479864258535667
2,103009895,-4.74993468109227
2,103054005,-2.1020875455488586
2,103010145,-4.263288352336621
2,103047101,-2.7649400489752476
2,103011099,-4.6104663134367865
2,103042930,-3.1630152357408723
2,103064798,-4.701445264455373
2,103034398,-1.578360788458037
2,103050264,-2.600577262406932
2,103012405,-2.3268514463130923
2,103034312,-1.6749377304047224
3,103066006,-5.756903047508706
3,103007891,-2.984102521382877
3,103041089,-4.165419241773613
3,103042430,-4.762950983040691
3,103040094,-4.7883515007334285
3,103061615,-4.833049140870842
3,103038648,-6.435352721737871
3,103053207,-6.70978168100015
3,103014378,-5.045658937687745
3,103060894,-2.539777259905642
3,103032254,-1.0127835234443194
3,103034151,-5.432902070402561
3,103008290,-5.6525906870950795
3,103030458,-3.788677091740487
3,103020362,-3.4760437456981133
3,103064442,-4.658378922020855
3,103029261,-5.59289477679399
3,103045271,-5.3535666227286285
3,103037287,-5.841057787304408
3,103038669,-5.800217533110944
3,103031371,-4.6525642694665414
3,103064798,-6.001947974522735
3,103007742,-3.9826816684280386
3,103058208,-4.098957931579473
3,103042040,-4.6575350510782965
3,103030393,-4.447569917540206
3,103015892,-3.0735494453480072
3,103064876,-3.2088333560159836
3,103019673,-6.564850358518954
3,103011099,-5.486570376718017
4,103049051,-4.4072213946008985
4,103046134,-3.7251524985696953
4,103048326,-2.8598796850317827
4,103032992,-2.4454205691100763
4,103063109,-1.32586850898015
4,103030937,-2.8255448435567323
4,103015308,-1.289468274189236
4,103061976,-3.259391617177216
4,103040494,-3.896969841955846
4,103055260,-3.1483304521211624
4,103064801,-2.8312351033381113
4,103057959,-6.246787015287561
4,103014174,-4.7446353174285
4,103063070,-5.130248499126347
4,103032810,-4.283671078208762
4,103003215,-5.883032929227549
4,103039937,-3.6582099325538686
4,103033516,-2.608754173043864
4,103038695,-1.6976530370948406
4,103025786,-5.794586450828318
4,103032349,-2.645124418879106
4,103054847,-5.235728654265323
4,103019033,-4.642005872122786
4,103022805,-3.7743721526102587
4,103057584,-2.7099985188385687
4,103039429,-5.296430138987719
4,103039122,-5.917606704980968
4,103038249,-4.617369239328965
4,103036138,-1.5943919754686202
4,103009246,-2.1410803276780044
5,103035344,-3.3638669621468114
5,103019347,-3.9089989054937497
5,103008494,-3.677105991116616
5,103040476,-3.045811022765381
5,103062110,-3.0817010067770303
5,103031337,-2.8311577756766324
5,103046823,-2.92138400523565
5,103008253,-4.418803741511305
5,103048144,-1.9021569217525254
5,103047775,-2.6607063596010088
5,103046241,-2.570371965810104
5,103033420,-3.135799152472495
5,103012178,-4.466693038966231
5,103044654,-3.9935023502131943
5,103052802,-2.199550137536601
5,103043184,-4.29909236597454
5,103014121,-2.3354375908317353
5,103003457,-3.425254348047272
5,103042313,-4.035549141187964
5,103004167,-3.7925224183238093
5,103037851,-2.8930582872634245
5,103032753,-3.5702986539937207
5,102230860,-2.913484763107174
5,103058491,-1.756720857434459
5,103057883,-3.5037727870096944
5,103032638,-2.488226087424611
6,103029068,-6.510931103162142
6,103008893,-4.591010346768119
6,103026952,-1.983478786714909
6,103059299,-4.399054265262703
6,103037887,-4.522848534181567
6,103001767,-4.6920559471351995
6,103001353,-4.567699108508369
6,103052445,-6.200859707819666
6,103013088,-3.8740673680232773
6,103022431,-5.154976687000644
6,103005460,-4.227720370056258
6,103030060,-1.9149358702713517
6,103049850,-2.5855499467041483
6,103064619,-1.042325491353505
6,103035370,-2.6724583637768613
6,103022494,-3.986888013545718
6,103022931,-3.3981552067348177
6,103029997,-6.931215211174291
6,103056711,-1.277140378309265
6,103038594,-2.5855499467041483
6,103037913,-6.516322936023402
6,103048626,-4.270274996799257
6,103030171,-6.8599179620930615
6,103053298,-4.185306296080718
6,103008909,-3.800380588984696
6,103036469,-6.566819880623077
6,103021438,-5.162953054085607
6,103054798,-4.570112145539729
6,103030955,-6.553448265047634
6,103062630,-3.772316664430746
7,103043032,-1.8102655916276247
7,103008577,-2.4484889559078034
7,103063037,-5.7925814046757464
7,103029140,-5.308667752018836
7,103003722,-4.878453836031206
7,103015833,-4.948213508778539
7,103030131,-4.105488988315198
7,103019203,-4.640231568856027
7,103047992,-0.2796321578352995
7,103065471,-5.913494129444869
7,103023341,-5.430228581296749
7,103000648,-3.7903808832734702
7,103060040,1.4229648476889665
7,103028952,-3.61868729493529
7,103049598,-4.3716153316046125
7,103007488,-0.52150823743007
7,103053807,-5.86118177220625
7,103018903,-3.2745050861449556
7,103063987,-4.71347720724276
7,103062499,-6.444476698541092
7,103064586,-2.922961097740174
7,103033524,-3.040787460776028
7,103065672,-2.0548646899121685
7,103061622,-2.259632317642082
7,103047693,-4.874082302313408
7,103041616,-1.7404312467970875
7,103028560,-3.90763809651012
7,103048341,-1.458711706396669
7,103000700,-3.3981331040285414
7,103053658,-1.8155293792516758
8,103006180,-1.6393313954363142
8,103056851,-5.6129556594028
8,103002026,-3.070311330777298
8,103060896,-0.2876984424068046
8,103064049,-0.026562590632005056
8,103048183,-2.7796134085267123
8,103023448,-5.5571549897575085
8,103024114,-4.8057321369823605
8,103026689,-5.337708626933111
8,103065088,-5.021611387611231
8,103036153,-5.818894109489969
8,103034645,-5.170443089366895
8,103062764,-4.7563819947239505
8,103045772,-5.657859186244593
8,103063757,-2.857529475865225
8,103010044,-4.236134690620736
8,103051039,-0.9897311188390332
8,103011714,-5.809331602738905
8,103032360,-4.920012288213942
8,103059718,-5.976689594866852
8,103039233,-5.5218114006523304
8,103036447,-5.222824064070751
8,103033269,-5.774526054317167
8,103037087,-5.623312245103743
8,103041872,-3.74808126431997
8,103025027,-4.67766053192418
8,103049130,-0.16538471628569543
8,103044363,-5.1165635833853615
8,103011365,-4.747802860722032
8,103016586,0.3760363651979139
9,103008494,-3.7426006947303914
9,103026053,-4.153683283665679
9,103019347,-3.4886299080145
9,103035344,-3.3776749472781065
9,103008253,-4.417543639878371
9,103046823,-3.374368527870013
9,103048712,-2.2243874876472316
9,103047775,-3.0594017418384967
9,103046241,-2.4162666604976972
9,103048144,-1.4783270085464164
9,103065537,-2.8932932522718584
9,103040476,-2.822883954810977
9,103028207,-1.858730711845669
9,103032753,-3.3369696680151515
9,102230860,-3.409263546947258
9,103033420,-3.659233305621934
9,103018990,-2.9812417986010553
9,103032638,-2.324690515295254
9,103012178,-4.465123165579275
9,103004167,-3.4040966542436513
9,103021803,-1.769759906364266
9,103058491,-1.6211907275406183
9,103044654,-4.301717822719673
9,103052802,-2.573855591091361
9,103057883,-3.0846209170071863
9,103014121,-2.4990206410621134
10,103022725,-2.088042199101282
10,103044159,-3.1870751490987823
10,103015272,-5.6129043668968945
10,103050818,-1.0039572051407615
10,103020731,-6.22407887795207
10,103023595,-1.1133772641307305
10,103027174,-2.7579838656428097
10,103055856,-4.83673258685589
10,103030955,-6.464072714996905
10,103030171,-7.128314041272058
10,103037913,-6.27356204470447
10,103002700,-5.931210936695175
10,103029853,-2.889732880295691
10,103027069,-5.370538425964906
10,103018309,-5.545879653727575
10,103025086,-2.5614340312741546
10,103029997,-6.642032750738401
10,103050044,-3.7474350544183683
10,103031427,-5.972513570665042
10,103000542,-2.3282430041333395
10,103031062,-1.976680233171815
10,103041604,-4.450381801868107
10,100544434,-5.760803760990147
10,103043231,-4.119148871855312
10,103000402,-4.890138743338905
10,103009857,-6.021837316269529
10,103023677,-5.832161896281173
10,103006984,-4.458190500164384
10,103021726,-6.214738950110322
10,103047492,-5.35205409322333
11,103023399,-6.270559956251099
11,103031037,-4.691952843069396
11,103029853,-3.2433266532032965
11,103028375,-5.821653270673462
11,103020299,-5.882795687193311
11,103008462,-1.968264424399328
11,103044574,-1.715020382046791
11,103035178,-2.790191248860626
11,103013452,-2.9339597372881756
11,103031030,-5.871589313594924
11,103008065,-1.1559094201839224
11,103056158,-5.487171616037457
