query_id,product_id,prob
0,103042011,-0.07441223398392224
0,101177314,-0.9522936413156895
0,103009949,-1.9199830985078847
0,103022608,-1.788926627611815
0,103041034,-1.6230486492298128
0,103048369,-2.2749846742885453
0,103011389,-3.3490945463995407
0,103048541,-1.901022343732848
0,103009583,-1.7503536617130393
0,103055901,-2.663957608417025
0,103011659,-3.8115480582166805
0,103060348,-1.2361308618071056
0,103006494,-1.4335607749764168
0,103016991,-2.787206681000791
0,103007358,-2.7663258090488823
0,103058996,-2.453647272312822
0,103045506,-2.912549216688834
0,103017504,0.022349789079526713
0,103015865,-3.7885771043556637
0,103043375,-3.8019372830626024
0,103051237,-2.319538935293032
0,103017156,-1.7248639313313854
0,103019797,-2.2189590637892347
0,103044520,-0.004101950817897073
0,103006329,-2.508993917104533
0,103040738,0.15827990805550501
0,103008387,-2.648835009631679
0,103037232,-2.1664582114205433
0,103064092,-0.8489258119283073
0,103004265,-3.315079648664939
1,103020425,-2.765122057540297
1,103033668,-2.3993692299282685
1,103059964,-2.5672221124940156
1,103026445,-1.7424727650283682
1,103040915,-1.621946587453703
1,103049334,-2.961025925562067
1,103021452,-1.9840792301090175
1,103050733,-2.2929395447472842
1,103056800,-3.3729587512259065
1,103043853,-3.165481257611341
1,103028130,-3.3788545074237684
1,103013271,-2.1414578519854697
1,103057216,-1.426126453487682
1,103066782,-3.3515872553996955
1,103035071,-2.7428429387874464
1,103010740,-2.949681169330386
1,103017389,-2.798442932199624
1,103059874,-2.6047750984772904
1,103030096,-3.4218100776249267
1,103022941,-3.0958428884975433
1,103028253,-1.5770407130071964
1,103023840,-3.0046974661250103
1,103042631,-1.3464093914084805
1,103013315,-1.6639905577324332
1,103042447,-2.392850339030379
1,103013182,-3.174929222255682
1,103002479,-5.28857442907483
1,103019462,-3.3825127213330473
1,103008447,-2.77654317493588
1,103015282,-2.744962189247147
2,103053699,-4.156672532057246
2,103009266,-4.6960679553839775
2,103031224,-6.045934879025525
2,103050843,-4.603217453595223
2,103038482,-1.5538963141980278
2,103000704,-6.045934879025525
2,103046458,-3.0704050563272087
2,103060996,-1.1596413579559908
2,103041724,-5.130714416730003
2,103003335,-5.152144586660669
2,103005163,-4.45289582576941
2,103035712,-2.4037540783551457
2,103036524,-2.232201694981641
2,103018898,-5.130714416730003
2,103000325,-3.622685283153979
2,103060723,-5.130714416730003
2,103060812,-5.130714416730003
2,103024593,-5.2118964905351435
2,103052074,-3.5216408430091537
2,103019643,-5.130714416730003
2,103064520,-5.184685670109181
2,103020842,-0.2794506313293468
2,103047710,-2.6534349191575117
2,103021636,-1.2503934126888963
2,103055828,-2.20979662077181
2,103059542,-2.9563494889520454
2,103004804,-6.045934879025525
2,103051607,-1.4967648371083782
2,101520853,-4.329632814931098
2,103044661,-6.045934879025525
3,103059677,-3.854045542995538
3,103015616,-0.7495515814779221
3,103057016,-0.5993333226609254
3,103004695,-0.6943565537382921
3,103054955,-1.1498091908609367
3,103031519,-0.9340369336938745
3,103048505,-1.1903919196293977
3,103020106,-2.051595647562655
3,103017224,-1.9249995603410626
3,103031918,-0.6191500855002612
3,103042804,-1.6265316685624924
3,103061272,-1.6677424512289243
3,103023997,-1.2969961606964344
3,103053402,-0.012461530512245855
3,103026658,-2.5077853236097054
3,103022609,-0.8083893128759156
3,103014742,-2.777723857948589
3,103022526,-1.2095314980628915
3,103001160,-0.010386859101124801
3,103030069,-0.5551699345784964
3,103002684,-1.709571929997303
3,103052105,-1.1263466654343688
3,103048691,-2.020312578582797
3,103000311,-0.7060274755892623
3,103001569,-0.14268050309875047
3,103015987,0.8784716252663565
3,103054880,-3.271489284898733
3,103065469,0.5231542389953492
3,103060816,-1.1803018016122886
3,103020379,-1.9214846343261973
4,103020947,-5.166753790251946
4,103060216,-2.533136715248224
4,103015434,0.47436039490415255
4,103041912,0.4484869995916726
4,103060649,-1.3502467185904419
4,103036183,-5.658407977566579
4,103047854,-4.734732901986771
4,103039172,-4.6639588291599825
4,103044650,-5.885349452803757
4,103037676,-1.6864638049129503
4,103006733,-5.885349452803757
4,103064880,-0.5276887562707054
4,103002412,-3.2802233300920176
4,103048629,-0.9881056898268443
4,103053116,-0.2334553255055033
4,103000894,-2.2566069790910355
4,103028070,-2.580158427912102
4,103002772,-4.993948985785382
4,103026129,-2.8526020031082835
4,103061125,1.2759878787415495
4,103007293,-2.531526923957607
4,103053750,-2.2524102045641783
4,103061967,-4.894450325754045
4,103057012,-0.4985613088269011
4,103023954,-2.560850083487587
4,103014612,-4.72122098282239
4,103016017,-4.854814944158042
4,103025374,-0.26412555261979986
4,103012954,-4.7254204791299905
4,103057244,-4.961579787542455
5,103002463,-2.596420969281413
5,103063397,-4.00267796379087
5,103004394,-1.2369319722440482
5,103039657,-2.829091627225625
5,103031048,-1.1420261830030793
5,103014338,-1.83735949936292
5,103036395,-3.4550743509948485
5,103017318,-2.275724585558401
5,103019343,-1.5491590598234959
5,103037430,-1.8293519056740353
5,103012547,-2.6969875511840007
5,103037178,-2.0872808559645417
5,103012151,-3.2058560597309667
5,103039870,-2.831136924843757
5,103054870,-4.281661850684523
5,103059302,0.13685116339388045
5,103037042,-3.602407302326365
5,103056927,-2.188135512475411
5,103043653,-2.6969875511840007
5,103020491,-0.2196368524822557
5,103010905,-2.6969875511840007
5,103015482,-4.203401194761157
5,103016283,-2.042404580828864
5,103060976,-1.996597268826233
5,103026927,-3.1303162267039566
5,103048711,-4.01988158726833
5,103025635,-1.974431418211377
5,103029690,-2.471601775208489
5,103003607,-2.6969875511840007
5,103040127,-1.9456073230351056
6,103056693,-2.014110436191559
6,103013167,-2.677932485669398
6,103019413,-2.8340927465198096
6,103043186,-0.5955787168883283
6,103015590,-0.7551203407736472
6,103048711,-3.619259420970469
6,103014895,-1.783513598340665
6,103019280,-2.116218558163629
6,103031805,-2.820924622262646
6,103030494,-1.402789157684476
6,103002695,-3.519924394838847
6,103005612,-2.098347343729328
6,103019343,-2.569250783918212
6,103065270,-1.717366641725709
6,103038572,-3.2586585369260863
6,103040801,-2.666699297130593
6,103060976,-3.6289382118678652
6,103043540,-1.5281321232015914
6,103015482,-3.9068265610758575
6,103033535,-2.529413838426373
6,103004400,-1.9194887012675201
6,103060467,-3.45866117697157
6,103048405,-1.8843964091619811
6,103043653,-2.992375555504456
6,103044038,-2.2395816132091433
6,103038887,-3.6567595126192414
6,103040623,-2.1039897432485413
6,103012547,-2.992375555504456
6,103018817,-2.1046281888034644
6,103014830,-0.7577988661089887
7,103052558,-1.2454358178293405
7,103029497,-1.1704071936864933
7,103023706,-1.4127343926142262
7,103032382,-2.167505870091806
7,103023750,-2.6933897522063326
7,103063230,-2.798689457588768
7,103018684,-2.1800383863782087
7,103044794,-2.5686210213695544
7,103055943,-2.167505870091806
7,102136121,-2.9323661819354374
7,103034140,-2.5709572265772476
7,103025227,-1.8665665936438485
7,103008298,-2.02132093259447
7,103017185,-2.167505870091806
7,103013719,-1.3746760334424293
7,103029737,-1.3295734290436005
7,103034564,-0.65827987987827
7,103049827,-2.1438724182306172
7,103002323,-2.3988751105239388
7,103001621,-0.7813307882558651
7,103008587,-1.428107949690561
7,103000923,-0.361639064314141
7,103033940,-1.7882715737516754
7,103053756,-2.568413334903374
7,103041639,-1.8388106169136584
7,103064589,-1.450230483420392
7,103058845,-0.8381018677581404
7,103036366,-0.7684648923593402
7,103017077,-3.1293076830327315
7,103025475,-0.9546464081703109
8,103004955,-6.284947015338279
8,103013743,-5.315795776218991
8,103060230,0.3223545254528257
8,103060847,-5.196992421036574
8,103012850,-4.80970864462453
8,103060543,-4.814936415681289
8,103037936,-4.661824412815361
8,103062504,-5.315795776218991
8,103050843,-4.487041863352195
8,103065930,-5.316611022112727
8,103000708,-4.75489898089037
8,103053699,-5.931991295294445
8,103045885,-1.2264129039742786
8,103032105,-5.151295861947066
8,103012469,-4.770123553154271
8,103017713,-0.65423269159717
8,103001472,-5.042706939757345
8,103003002,-5.315795776218991
8,103004804,-5.62121843532791
8,103026050,-5.216290268691147
8,103018898,-5.315795776218991
8,103005007,0.31128074291268204
8,103031820,-5.315795776218991
8,103008954,0.9549077586242674
8,103044612,1.0050196891589624
8,103066820,-5.5084739904461735
8,103037853,-4.501491386917681
8,103058235,-4.887911372050153
8,103060723,-5.315795776218991
8,103044745,-5.315795776218991
9,103053210,-0.6291791232915325
9,103001472,-5.093672526125449
9,103028285,-5.146394541629177
9,103013879,-0.7944255087841511
9,103037087,-5.328971635432211
9,103035384,-5.736952769384405
9,103059249,-4.856261133943974
9,103020568,-0.5460054556636211
9,103009233,-0.545723849599276
9,103003536,-4.5514479016532
9,103050891,-4.574810422905264
9,103066599,-4.595593636317253
9,103039956,-4.90688899577583
9,103037647,0.020147143193284606
9,103063128,-6.48969791876994
9,103010044,-4.757951256636137
9,103011958,-1.2572518382856415
9,103041614,-4.7886880376873275
9,103060543,-4.6750741550318775
9,102362300,-3.009540285374377
9,103011269,-4.948683353822489
9,103026240,-5.308609314035164
9,103063421,-3.6343277703940133
9,103061802,-5.964534849782618
9,103042104,-4.5232977597412765
9,103036194,-0.9844033683974955
9,103037228,-5.976493331706678
9,103026689,-5.223835612167944
9,103056636,-5.060364446742345
9,103053775,-4.153850580570733
10,103014939,-3.3082537930866236
10,103007367,-3.975877805508231
10,103039652,-1.6487038737287092
10,103028653,-3.8955042171945458
10,103009705,0.08674303386128739
10,103020203,-1.397075431130312
10,103004341,-3.850834862299674
10,103021843,-2.7431143696390166
10,103060995,-1.3902946861635106
10,103055507,-3.141516234863732
10,103026860,-1.9808857007762304
10,103060186,-3.3536337479393588
10,103042080,-2.774752016780676
10,103027066,-3.936984299103817
10,103048544,-0.7416403226284343
10,103035231,-3.613206331593056
10,103001298,-3.0300192750581902
10,103061110,-3.6145902352460464
10,103046240,-0.8476436255141651
