product_id,query_id,oof_pred
103047314,0,-2.928286148300625
103030678,0,-2.0123776588900277
103031217,0,-1.0780258517722952
103026621,0,-3.614863462178745
103017048,0,-1.6419679506815728
103001388,0,-3.6459289250239713
103057842,0,-3.3525053913334326
103020893,0,-1.058775559288528
103061530,0,-3.4446473729047886
103028493,0,-2.1363169183923505
103025465,0,-3.582440145936871
103027983,0,-2.41259153288534
103020398,0,-0.9261719223282144
103026519,0,-1.377241024063002
103046705,0,-3.929799901450623
103051756,0,-2.6038987783730208
103030528,0,-2.9603641938237746
103020299,0,-2.684096598966211
103023399,0,-3.918703210644666
103035435,0,-4.092973829700816
103005587,0,-2.154675424885167
103054747,0,-3.6291546615071137
103024664,0,-2.7104847876406053
103056681,0,-2.9688873077843723
103057125,0,-3.1929731837007203
103065485,0,-2.939968777389545
103007235,0,-1.7049832240955038
103018696,0,-2.4738720565286982
103059361,0,-0.833671768362651
103012102,0,-4.020203195459271
103062906,1,-4.580091719931221
103022099,1,-4.284894047258126
103058364,1,-3.0271878999220747
103056896,1,-2.848293179580526
103040446,1,-2.0649417563180483
103032961,1,-1.957503252406834
103009387,1,-3.6650200397237613
103033003,1,-3.8509821858948325
103016801,1,-3.675451763457794
103024387,1,-2.2199767303771973
103046849,1,-2.8377781375154836
103049171,1,-3.6699442185122457
103016272,1,0.4066681659658765
103010326,1,0.4066681659658765
103056144,1,-4.45459606356214
103066077,1,-3.8082825821438457
103034948,1,-2.007630842963398
103037602,1,-2.8338611306780432
103021626,1,-3.2364886299019537
103035852,1,-4.056080415333654
103054045,1,-3.5420244060059023
103015195,1,-4.026914186176903
103034491,1,-1.6813547053499451
103006068,1,-4.326269734697145
103006221,1,-3.2207687387762007
103065134,1,-4.665409355549021
100616525,1,-1.1437385632777548
103004286,1,-1.06073311104123
103008332,1,-3.3097155905669173
103031934,1,-2.791557833259871
103059018,2,0.19288662558013656
103062558,2,-3.5963457851272502
103060207,2,-2.4657415122542057
103035830,2,-2.242933996824345
103055728,2,-3.3985400329213205
103059469,2,-3.886665260021294
103057259,2,1.1385752083597793
103037167,2,-3.6484144409921395
103045695,2,-2.9019756603893785
103039137,2,-3.8234979274660184
103028674,2,-2.9939216334598457
103053240,2,-3.8772616480225452
103056701,2,0.21249001038494625
103032818,2,-1.0997730375893733
103005926,2,-3.196131032819642
103062605,2,-3.134238983089755
103008379,2,-0.7541484367065624
103038513,2,-4.487580243800081
103018589,2,-3.6771680193244713
103025236,2,-3.6579139325982526
103020043,2,-1.015490846712834
103039546,2,-3.8521292134013443
103005946,2,-3.6180105633182467
103015782,2,-1.1152514610338442
103001803,2,-3.4124147322594447
103035690,2,-3.1555163028077304
103035648,2,-2.918472493963155
103012546,2,-3.463326077936311
103039151,2,-2.698977933151865
103003915,2,-3.7249180635614807
103045847,3,-2.886142096595364
103041894,3,-3.8943203920686336
103040728,3,-1.1488564904488663
100839691,3,-1.1340170035116892
103046584,3,-2.078891957801433
103010311,3,-1.3154082069410837
103006234,3,-2.3126863894318386
103039690,3,-1.7610823349415563
103037089,3,-3.254309164248503
103008592,3,-2.6034390316927842
103064331,3,-2.6422935744565685
103048934,3,-1.124168211809893
103022918,3,-1.5844064992922455
103062554,3,-0.9514203854262092
103038025,3,-2.701279294754748
103051455,3,-3.8211793642051286
103046951,3,-0.7607485606283123
103043416,3,-2.732802195692598
103044050,3,-1.276599093908156
103058240,3,-1.891282668655677
103034694,3,-3.5427592764560285
103018090,3,-0.27139913090335227
103002710,3,-1.210955254429471
103034297,3,-0.7980444591931193
103047054,3,-1.1328391088157146
103010208,3,-1.6424647920842974
103031084,3,-2.527261125078634
103041248,3,0.4699661865646688
103062592,3,-1.8731844924794463
103010833,3,-1.3063496407116126
103019356,4,-3.4889192045953505
103048840,4,-3.027313458223914
103022601,4,-2.8831321370090532
103010693,4,-3.3445592200399443
103032731,4,-2.9143648982036074
103042861,4,-3.042032073635001
103009694,4,-3.7085369772687033
103052509,4,-3.062860665455797
103000889,4,-0.7211920131253154
103053240,4,-3.7674084514228143
103028674,4,-2.778597565010022
103007030,4,-2.3787463631208845
103065101,4,-3.7866287011551174
103041391,4,-2.032509923530823
103005123,4,-3.337185166814571
