query_id,product_id,oof_pred
0,103052445,-5.287659103825047
0,103044513,-1.288886245983128
0,103035030,-1.115533617464922
0,103036197,-4.522190157129293
0,103055323,-1.7117710061831757
0,103065111,-4.053899203504359
0,103051786,-5.500289002600209
0,103025469,-5.760935719340813
0,103066596,-1.6329511830093952
0,103010665,-2.138568961955727
0,103010210,-2.805922287834936
0,103015105,-4.6891896329507095
0,103043601,-4.658509495466554
0,103006984,-3.7282069462057956
0,103053460,-1.9488700338666862
0,103066188,-3.5898055932421045
0,103009820,-4.369658076038505
0,103044507,-1.8775112171147297
0,103044548,-3.4954933706169227
0,103042000,-1.8477537659610546
0,103061682,-3.2091161236206274
0,103060075,-4.916315995662236
0,103032634,-1.641834718171208
0,103054243,-3.8863053245880907
0,103005282,-4.553377408737816
0,103012474,-2.2993148701426556
0,103038604,-2.8807872203669422
0,103059110,-3.1643071292369434
0,103021283,-2.0220930642912265
0,103054439,-1.8152091504166517
1,103029531,-2.473115699504589
1,103026926,-3.2782165583146217
1,103047501,-1.0717810570939938
1,103031606,-3.7507857009673247
1,103007658,-3.6754352752774597
1,103042418,-3.4440385631919233
1,103037741,-2.0646553640330176
1,103040741,-2.9128944978134412
1,103064594,-3.72186439024708
1,103051976,-4.322946764958443
1,103066861,-2.429995320517203
1,103056827,-2.1570478211454036
1,103000844,-3.0904229417813394
1,103050393,-3.598995194169601
1,103058164,-3.3240841848329703
1,103050362,-2.517814822684962
1,103033239,-3.4128452207733115
1,103018025,-2.880946397967445
1,103031741,-1.0214513592509493
1,103039428,-1.1363663051160682
1,103058159,-4.5030383141187365
1,103040107,-1.8024478534591761
1,103028793,-2.498775414165629
1,103066257,-3.729247276951522
1,103041536,-1.310423347256002
1,103062818,-3.205373454374708
1,103010853,-3.7002243255287826
1,103049604,-2.5600171174971997
1,103018092,-3.0647436335015676
1,103060877,-3.0545838253407247
2,103021228,-3.2872918099909825
2,103018864,-3.03495752489329
2,103001808,-4.353394928304518
2,103007012,-2.736642309123586
2,103003414,-3.5220058513218753
2,103040094,-3.521465281440366
2,103061672,-2.3922079904249505
2,103047941,-2.87117905668027
2,103045222,-2.1126299768204886
2,103051809,-2.6928023963457193
2,103023528,-3.501750696050148
2,103047382,-2.520107719972012
2,103001026,-3.5683254035996628
2,103053773,-1.6741286600364162
2,103019137,-2.9189316838968784
2,103041143,-3.5885685197720103
2,103007976,-3.6270363543721165
2,103040564,-2.880227061398444
2,103016198,-3.13035748071238
2,103009895,-4.467796183755265
2,103054005,-2.6734614176297105
2,103010145,-4.14295736846613
2,103047101,-3.146779491370518
2,103011099,-4.157362369845376
2,103042930,-3.342099924847182
2,103064798,-4.504664147113163
2,103034398,-1.5886116736394496
2,103050264,-2.703672548580432
2,103012405,-2.537844108327694
2,103034312,-1.7186292903512577
3,103066006,-5.148480370011997
3,103007891,-3.1032352653258144
3,103041089,-4.271647447756156
3,103042430,-4.979862500430906
3,103040094,-3.7094569927045695
3,103061615,-4.7821581900175225
3,103038648,-5.848651962902897
3,103053207,-6.052629885181403
3,103014378,-4.405096750756068
3,103060894,-1.9645349891649477
3,103032254,-1.948909455868807
3,103034151,-4.485207055073489
3,103008290,-5.231167654033896
3,103030458,-3.6813583687226834
3,103020362,-3.143337225339298
3,103064442,-3.466011052841531
3,103029261,-4.67399111522115
3,103045271,-4.620633211690199
3,103037287,-5.120249984823534
3,103038669,-5.2511547711998965
