query_id,product_id,img_oof
0,103047314,-3.3334319752568593
0,103030678,-0.13710917576870446
0,103031217,1.145541745514048
0,103026621,-3.6755206980371202
0,103017048,-2.53593403161259
0,103001388,-3.9934119188207586
0,103057842,-1.9277298152558056
0,103020893,-2.0083706030128776
0,103061530,-1.9122622754708005
0,103028493,-2.6338355054389497
0,103025465,-4.329585431439841
0,103027983,0.40001768805651344
0,103020398,-0.7498124851392399
0,103026519,-3.2566808590172927
0,103046705,-3.3109448234729255
0,103051756,-3.700609782321099
0,103030528,-2.07858705109493
0,103020299,-3.091541250378073
0,103023399,-3.424818358953251
0,103035435,-4.012413000372477
0,103005587,-1.1805417808327465
0,103054747,-3.672371965934289
0,103024664,-1.6962916313389433
0,103056681,-1.9453074958368413
0,103057125,-2.815451317067921
0,103065485,-3.519598615303599
0,103007235,-3.6243814820573736
0,103018696,-3.835014479838426
0,103059361,-0.407799699259121
0,103012102,-3.769358696636254
1,103062906,-1.1821313247860297
1,103022099,-2.8892690068304074
1,103058364,-3.2099873793555873
1,103056896,-3.4772459293115126
1,103040446,-0.060231192984135706
1,103032961,-4.628215930627683
1,103009387,-0.6479771558262226
1,103033003,-2.187834771109041
1,103016801,-3.7119923452632246
1,103024387,-1.091825185574906
1,103046849,-0.9790714925237858
1,103049171,-3.6266674718753085
1,103016272,0.8914147459409293
1,103010326,0.8914147459409293
1,103056144,-3.052583921109307
1,103066077,-4.645552003910579
1,103034948,0.08349672286737186
1,103037602,-4.721837363100914
1,103021626,-2.018352256471382
1,103035852,-3.509300501220931
1,103054045,-2.271576103365653
1,103015195,-3.1867972249208494
1,103034491,0.907970359084678
1,103006068,-1.7218668096689114
1,103006221,-1.2701071916281381
1,103065134,-2.454340380058276
1,100616525,-1.2668127646694887
1,103004286,0.9399424898600114
1,103008332,-1.2413642688812114
1,103031934,-5.666574313926447
2,103059018,-0.6156864823389476
2,103062558,-3.0490937634071402
2,103060207,-1.931424698342088
2,103035830,-1.7954512346427138
2,103055728,-3.9676434297886427
2,103059469,-2.3710592866946407
2,103057259,-0.16672138774269246
2,103037167,-2.3728443846407243
2,103045695,-2.587850623950966
2,103039137,-3.293678197690337
2,103028674,-3.3291553506711784
2,103053240,-3.136008437945268
2,103056701,0.1961693248017688
2,103032818,-2.042422201308857
2,103005926,-4.528680322907757
2,103062605,-2.5112289798726355
2,103008379,0.34971932261696514
2,103038513,-3.409981478965376
2,103018589,-3.188154281866595
2,103025236,-3.5119833257243505
2,103020043,2.454965558669608
2,103039546,-4.303203229932865
2,103005946,-2.81378292929106
2,103015782,-1.8992881425615578
2,103001803,-2.0171088321874304
2,103035690,-3.6510881182187966
2,103035648,-2.4147595957026162
2,103012546,-1.7163192080801823
2,103039151,-3.986077044009226
2,103003915,-3.4452242065694785
3,103045847,-4.425749842359473
3,103041894,-2.292399032395382
3,103040728,0.053322320992759464
3,100839691,-1.7042417855234704
3,103046584,-2.8959079167816424
3,103010311,2.928567052345158
3,103006234,-3.1613301773825464
3,103039690,1.8351362033904186
3,103037089,-2.3387332855264997
3,103008592,-0.8958207358920558
3,103064331,-2.3330236592703115
3,103048934,-1.4644006310349202
3,103022918,0.2354287898788816
3,103062554,-0.2775127110156106
3,103038025,-1.1539454035533323
3,103051455,-1.8140902278883415
3,103046951,-0.9698285322080463
3,103043416,-0.45077768258141593
3,103044050,0.7818524050472921
3,103058240,-0.5508722740656364
3,103034694,-4.171212618971851
3,103018090,2.1120032163952724
3,103002710,-0.9406749472249567
3,103034297,-1.0094635858308108
